pred,or_min,n,rho,p,pearson,spread,passes
net_gex,15,323,-0.0012392447444271378,0.9822860948134479,-0.012887699652353101,-0.006562500067499838,False
dist_flip,15,323,0.02668578237295427,0.6324470671434677,0.010752230569824316,-0.0033826810534082485,False
net_gex,30,323,0.026110673102192825,0.6398055307906543,0.024573046924540775,-0.0006286203014329514,False
dist_flip,30,323,0.0757484788982972,0.1734960121806816,0.07474150359520489,0.007588638926942476,False
