R,naive_R,why,amb,risk,risk_bps,cost_pct,hit1,hit2,hit3,slip_R,R1,naive_R1,R2,naive_R2,R3,naive_R3,day,year,dir,setup,orb_bps,leg_bps,orb,band
-0.35158948787688643,-0.35158948787688643,stop,False,1.1471199999999726,36.51736542195819,1.8256154543552987,True,False,False,0.0,0.981743845456447,0.981743845456447,-1.018256154543553,-1.018256154543553,-1.018256154543553,-1.018256154543553,2021-01-15,2021,-1,continuation,39.15576353738956,58.57447553560548,15,A
-0.8810647147147249,-0.8860104245815295,close,False,4.439999999999998,134.9913350156577,0.4938588588588592,False,False,False,-0.004945709866804537,-0.8810647147147249,-0.8860104245815295,-0.8810647147147249,-0.8860104245815295,-0.8810647147147249,-0.8860104245815295,2021-01-25,2021,-1,continuation,43.476938980268365,227.41783466601686,15,A
-1.0200088050314466,-1.0166907999664234,stop,False,1.0600000000000023,33.31866473879431,2.00088050314465,False,False,False,0.003318005065023222,-1.0200088050314466,-1.0166907999664234,-1.0200088050314466,-1.0166907999664234,-1.0200088050314466,-1.0166907999664234,2021-02-01,2021,-1,continuation,41.80549443641114,64.12271327088767,15,A
-1.0333413524187571,-1.0333413524187571,stop,False,0.665079999999989,19.995189705970446,3.3341352418757193,False,False,False,0.0,-1.0333413524187571,-1.0333413524187571,-1.0333413524187571,-1.0333413524187571,-1.0333413524187571,-1.0333413524187571,2021-02-09,2021,1,continuation,28.56112079850847,31.868197943599366,15,A
0.12184995264823022,0.12184995264823022,close-partial,False,2.3089599999999564,68.92417910447631,0.9672464370683665,True,False,False,0.0,0.9903275356293162,0.9903275356293162,-0.3123888388423128,-0.3123888388423128,-0.3123888388423128,-0.3123888388423128,2021-02-10,2021,-1,continuation,33.73134328358196,111.0447761194021,15,A
-1.0102296520102834,-1.0102296520102834,stop,False,2.0123199999999883,65.17002396528235,1.022965201028338,False,False,False,0.0,-1.0102296520102834,-1.0102296520102834,-1.0102296520102834,-1.0102296520102834,-1.0102296520102834,-1.0102296520102834,2021-03-04,2021,-1,continuation,91.97486883865454,104.92907571733951,15,A
1.439526272566163,1.439526272566163,close-partial,False,1.3881400000000212,45.15157429091924,1.4765081331853909,True,True,False,0.0,0.985234918668146,0.985234918668146,1.985234918668146,1.985234918668146,1.3481089803621966,1.3481089803621966,2021-03-09,2021,1,continuation,52.042674993493556,72.53447827218378,15,A
-1.0241178061201495,-1.0241178061201495,stop,False,0.8875600000000077,27.642094116914503,2.411780612014941,False,False,False,0.0,-1.0241178061201495,-1.0241178061201495,-1.0241178061201495,-1.0241178061201495,-1.0241178061201495,-1.0241178061201495,2021-03-16,2021,1,continuation,43.60148245040261,44.22436077112386,15,A
1.9642185978844668,1.9642185978844668,3R,False,0.6094600000000128,18.63165296077811,3.5781402115533223,True,True,True,0.0,0.9642185978844668,0.9642185978844668,1.9642185978844668,1.9642185978844668,2.964218597884467,2.964218597884467,2021-04-05,2021,1,continuation,27.20797285316824,29.65363333435319,15,A
0.5927301384451933,0.5927301384451933,close-partial,False,0.7824999999999704,23.688432779340978,2.8143130990416396,True,False,False,0.0,0.9718568690095836,0.9718568690095836,0.40316677316299815,0.40316677316299815,0.40316677316299815,0.40316677316299815,2021-04-07,2021,1,continuation,34.51094360185228,37.840946931856024,15,A
