setname,family,day,R,naive_R,risk_bps,mins,or_ratio,ambiguous,cost_risk,gross_R,grade,year
ORB OR15 R3,ORB,2025-03-27,-1.0532959915594342,-1.0532959915594342,12.508758110320896,24.0,0.9799717536459399,False,5.329599155943422,-1.0,B,2025
ORB OR15 R3,ORB,2025-03-27,2.946537890373917,2.946537890373917,12.469890756825237,43.0,0.9799717536459399,False,5.346210962608275,2.9999999999999996,B,2025
ORB OR15 R3,ORB,2025-03-28,-1.0541030281503536,-1.0541030281503536,12.322169191971737,30.0,0.7856353039769166,False,5.41030281503536,-1.0,B,2025
ORB OR15 R3,ORB,2025-03-28,2.948488795499791,3.1630380463236247,12.942168080421473,34.0,0.7856353039769166,False,5.151120450020891,3.0,B,2025
ORB OR15 R3,ORB,2025-03-31,-1.0341679549674163,-1.0341679549674163,19.511459415771906,15.0,1.5510312809651723,False,3.4167954967416376,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-03-31,-1.0621731391095754,-1.0621731391095754,10.722744198128972,112.0,1.5510312809651723,False,6.2173139109575555,-0.9999999999999999,B,2025
ORB OR15 R3,ORB,2025-04-01,-1.0406127623897004,-1.0406127623897004,16.415201218514913,17.0,0.7580897708892458,False,4.0612762389700405,-1.0,A,2025
ORB OR15 R3,ORB,2025-04-01,-1.0409413980790931,-1.0409413980790931,16.283436764390885,37.0,0.7580897708892458,False,4.094139807909309,-1.0,A,2025
ORB OR15 R3,ORB,2025-04-02,-1.0390683016369264,-1.0390683016369264,17.064132269229436,15.0,1.7822672914829232,False,3.9068301636926503,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-04-02,2.9503258361707445,2.9503258361707445,13.420792928859134,42.0,1.7822672914829232,False,4.967416382925583,3.0000000000000004,A+,2025
ORB OR15 R3,ORB,2025-04-03,-1.0322124537083603,-1.0322124537083603,20.695929366400403,34.0,1.3550707748939959,False,3.221245370836026,-1.0,A+,2025
ORB OR15 R3,ORB,2025-04-03,-1.032924696046713,-1.032924696046713,20.24822539654755,39.0,1.3550707748939959,False,3.2924696046713193,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-04-04,-1.3417829394910552,-1.3417829394910552,30.21849941419096,15.0,2.012581096096435,False,2.2061541095372603,-1.3197213983956826,A+,2025
ORB OR15 R3,ORB,2025-04-04,-1.0259699692223803,-1.0259699692223803,25.670676039621743,42.0,2.012581096096435,False,2.5969969222380094,-1.0000000000000002,A+,2025
ORB OR15 R3,ORB,2025-04-07,2.985185306024791,2.985185306024791,45.00036705329563,20.0,2.7112506940521777,False,1.4814693975209319,3.0,A+,2025
ORB OR15 R3,ORB,2025-04-07,-1.0029552432082502,-1.0146419588537523,225.58775020799646,37.0,2.7112506940521777,False,0.2955243208250388,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-04-08,-1.023454964878912,-1.023454964878912,28.423264332663983,16.0,1.0269098771117817,False,2.3454964878912032,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-04-08,-1.022732478582592,-1.022732478582592,29.326615848092732,23.0,1.0269098771117817,False,2.273247858259185,-1.0000000000000002,A+,2025
ORB OR15 R3,ORB,2025-04-09,-1.0178408290831658,-1.0178408290831658,37.36747118415708,30.0,2.750962180053014,False,1.7840829083165723,-1.0,A+,2025
ORB OR15 R3,ORB,2025-04-09,-1.0386650477532906,-1.0386650477532906,17.24210121038656,206.0,2.750962180053014,False,3.866504775329064,-1.0,A,2025
ORB OR15 R3,ORB,2025-04-10,-1.021730027548209,-1.021730027548209,30.679513184584348,28.0,1.2306554746011267,False,2.1730027548209248,-0.9999999999999998,A+,2025
ORB OR15 R3,ORB,2025-04-10,-1.027680486770355,-1.027680486770355,24.08435488138321,58.0,1.2306554746011267,False,2.7680486770355164,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-04-11,-1.0186182107476562,-1.0186182107476562,35.80723602833783,16.0,1.405669491828355,False,1.8618210747656339,-0.9999999999999999,A+,2025
ORB OR15 R3,ORB,2025-04-11,-1.024372529996328,-1.024372529996328,27.353199145394736,37.0,1.405669491828355,False,2.4372529996328005,-1.0,A+,2025
ORB OR15 R3,ORB,2025-04-14,-1.0299140179692783,-1.0299140179692783,22.2860956810059,17.0,1.55035663329668,False,2.9914017969278333,-1.0,A+,2025
ORB OR15 R3,ORB,2025-04-14,2.9401944972911367,2.9401944972911367,11.147246264478982,116.0,1.55035663329668,False,5.980550270886354,3.0000000000000004,B,2025
ORB OR15 R3,ORB,2025-04-15,-1.040043372897761,-1.040043372897761,16.648614200627,18.0,0.6876526511014854,False,4.004337289776103,-0.9999999999999999,A,2025
