day,px,or_h,rv_open_raw,eff_open,gap_raw,prior_range_raw,or_pos,vol_open_raw,eff_later,rv_later,n_later,or_ratio,rv_open,gap,prior_range,vol_ratio,year
2021-01-04,315.11,63.46989940020945,21.122600347789916,0.2847358697003433,,,0.21000000000003638,2555391.0,0.1710906756190331,103.3629275427503,225,,,,,,2021
2021-01-05,308.29,81.41684777320026,27.59870817213419,0.7445054874338145,3.2447516142646657,320.8403414680592,0.8728286852589544,2337761.0,0.011522305339714125,64.19656734078886,225,,,,,,2021
2021-01-06,307.08,57.6397030089873,53.570973082652856,0.02419875819972448,102.49468187971401,105.74459113172632,0.661016949152526,4100840.0,0.14948914836294458,67.67674079554942,225,,,,,,2021
2021-01-07,310.28,65.10248807528626,28.467682619775243,0.6539572145672489,16.08855138683313,192.13234336329222,0.8217821782178134,3602642.0,0.1451151508510008,48.67043187708537,225,,,,,,2021
2021-01-08,317.34,50.10398941198815,43.91446005243121,0.12947607721522375,93.51145038167932,149.8646383911299,0.5974842767295765,2895069.0,0.039184801912780017,78.67804868068986,225,,,,,,2021
2021-01-11,315.99,62.18551219975236,43.82503402313066,0.17640399298375212,19.897669130187463,86.18516417722361,0.20101781170485689,2955660.0,0.05948672188642385,64.13024912570057,225,,,,,,2021
2021-01-12,314.46,39.75068371175985,19.41835561787459,0.144505836973544,55.34296828057304,93.19915187189446,0.03999999999996362,1602767.0,0.04300401932607068,75.00021378029929,225,,,,,,2021
2021-01-13,314.19,40.42140106305044,22.460126167891346,0.5716715061919662,15.620019126554324,139.28639572600636,0.8897637795275682,1346251.0,0.11891987101659249,60.1060135103155,225,,,,,,2021
2021-01-14,316.47,33.17850033178536,20.68317398109893,0.04886891777664648,5.374644325008407,97.71157579808374,0.27619047619049264,1446713.0,0.04995021773304707,45.60363429763337,225,,,,,,2021
2021-01-15,314.13,39.15576353738956,26.872232654014976,0.07303793345311031,43.73870875725002,73.62467216481764,0.05691056910563841,1829803.0,0.03298542045115643,80.78016457085023,225,,,,,,2021
2021-01-19,314.23,32.142061547274,33.47482822563642,0.12091221400390503,14.660420052906154,144.52615159329005,0.6435643564356268,2046611.0,0.09184481018497144,53.278803505511036,225,,,,,,2021
2021-01-20,320.14,53.1017679765117,25.713104749581408,0.5875618642920715,128.76894358844538,95.78970817553991,0.764705882352894,2440751.0,0.14401730854676528,48.44605951674641,225,,,,,,2021
2021-01-21,325.16,47.05375814983309,37.180174614978924,0.1727176129823006,46.965764429614346,125.5700630973961,0.37254901960788245,1878340.0,0.08348072963279617,48.06842357461814,225,,,,,,2021
2021-01-22,325.3,26.129726406394795,19.428645799600368,0.04709046927833978,18.104268311392648,81.19079837618361,0.6941176470587087,1665806.0,0.01760030435868649,43.255307799299395,225,,,,,,2021
2021-01-25,328.91,43.476938980268365,35.23601808357384,0.29555207409435785,102.27900976718597,50.72241008300136,0.7482517482517399,1885739.0,0.061818995572704684,133.96731459321495,225,,,,,,2021
2021-01-26,328.86,55.03861825700913,28.75343499670048,0.6398648551730274,46.1279975561323,270.8947736462852,0.8453038674033302,1634909.0,0.06486685851003963,63.42609417871828,225,,,,,,2021
2021-01-27,326.26,126.58615827867332,60.2886158492319,0.41666083325311265,79.9659460609929,77.23651401812211,0.8740920096852343,3874501.0,0.05064779303849109,103.23548848182912,225,,,,,,2021
