day,status,atas_volume,db_volume,atas_prints,db_prints,db_orders,minute_vol_corr,clock_lag_s,per_second_corr_at_lag,agree_B_is_buy_buys,agree_B_is_buy_sells,agree_A_is_buy_buys,agree_A_is_buy_sells,db_side_N,instruments
2026-06-24,ok,461075,461023,428453,348399,287568,0.9999972175343321,0,0.9999639982093602,0.9999390466902353,0.9998357758080478,0.619111474895944,0.6145874299346128,0,1
2026-07-09,ok,318495,318468,292489,230400,200166,0.9999985540971179,0,0.9999746579211667,0.9999937358273093,0.9998363307880672,0.6351182049386738,0.6382658617498757,0,1
2026-07-29,ok,579762,579744,539648,445195,388041,0.9999994122003645,0,0.9999906790328449,0.9999373464116897,1.0,0.6618794684191107,0.6501463407962581,0,1
2026-08-06,ok,400310,400309,376077,302358,268527,0.9999999984223252,0,0.9999999608835994,1.0,0.9999949119254292,0.6502463537679367,0.674185144857483,0,1
2026-08-19,ok,391358,391356,365159,283980,252711,0.9999999950491875,0,0.9999998731300143,0.9999949652095983,0.9999948116633807,0.6671046934316125,0.6874546020545813,0,1
