time,price,volume,aggressor
2026-09-10 05:28:42.352,29490,1,B
2026-09-10 05:28:42.360,29490,1,B
2026-09-10 05:28:42.360,29490,1,B
2026-09-10 05:28:42.362,29490,1,B
2026-09-10 05:28:42.362,29490,1,B
2026-09-10 05:28:42.362,29490,1,B
2026-09-10 05:28:42.408,29490,1,S
2026-09-10 05:28:42.409,29490,2,S
2026-09-10 05:28:42.733,29490,1,B
2026-09-10 05:28:42.733,29490,1,B
2026-09-10 05:28:42.734,29490,1,B
2026-09-10 05:28:42.755,29490,1,S
2026-09-10 05:28:42.974,29490,1,B
2026-09-10 05:28:42.974,29495,1,B
2026-09-10 05:28:43.024,29490,1,S
2026-09-10 05:28:43.177,29490,1,B
2026-09-10 05:28:43.177,29490,1,B
2026-09-10 05:28:43.352,29490,1,B
2026-09-10 05:28:43.353,29490,1,B
2026-09-10 05:28:43.353,29495,1,B
2026-09-10 05:28:43.416,29495,1,S
2026-09-10 05:28:43.417,29490,1,S
2026-09-10 05:28:43.417,29490,1,B
2026-09-10 05:28:43.418,29490,2,B
2026-09-10 05:28:43.418,29490,1,S
2026-09-10 05:28:43.443,29495,1,B
2026-09-10 05:28:43.469,29490,1,S
2026-09-10 05:28:43.549,29490,1,S
2026-09-10 05:28:44.859,29490,1,S
2026-09-10 05:28:44.969,29490,1,S
2026-09-10 05:28:45.113,29490,1,S
2026-09-10 05:28:45.113,29490,2,S
2026-09-10 05:28:45.113,29490,1,S
2026-09-10 05:28:45.186,29490,1,B
2026-09-10 05:28:45.186,29490,1,B
2026-09-10 05:28:45.188,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.206,29495,1,B
2026-09-10 05:28:45.262,29495,1,S
2026-09-10 05:28:45.262,29495,1,S
2026-09-10 05:28:45.262,29495,1,S
2026-09-10 05:28:45.263,29495,2,S
2026-09-10 05:28:45.264,29495,1,S
2026-09-10 05:28:45.374,29495,1,S
2026-09-10 05:28:45.994,29490,1,S
2026-09-10 05:28:45.994,29490,1,S
2026-09-10 05:28:46.528,29495,1,B
2026-09-10 05:28:46.528,29495,1,B
2026-09-10 05:28:46.528,29495,1,B
2026-09-10 05:28:46.528,29495,1,B
2026-09-10 05:28:46.528,29495,1,B
2026-09-10 05:28:46.568,29495,1,S
2026-09-10 05:28:47.033,29495,1,B
2026-09-10 05:28:47.033,29495,1,B
2026-09-10 05:28:47.499,29495,1,B
2026-09-10 05:28:47.527,29495,1,S
2026-09-10 05:28:47.527,29495,1,S
2026-09-10 05:28:47.527,29495,2,S
2026-09-10 05:28:47.527,29495,1,S
2026-09-10 05:28:47.527,29495,1,S
2026-09-10 05:28:47.528,29495,1,S
2026-09-10 05:28:47.528,29495,1,S
2026-09-10 05:28:47.529,29495,1,S
2026-09-10 05:28:47.556,29495,1,S
2026-09-10 05:28:47.556,29495,1,S
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.687,29495,1,B
2026-09-10 05:28:47.947,29495,1,S
2026-09-10 05:28:48.235,29495,1,S
2026-09-10 05:28:48.277,29495,1,S
2026-09-10 05:28:48.291,29495,1,B
2026-09-10 05:28:48.291,29495,1,B
2026-09-10 05:28:48.419,29495,1,S
2026-09-10 05:28:48.419,29495,1,S
2026-09-10 05:28:48.603,29495,1,S
2026-09-10 05:28:48.942,29495,1,B
2026-09-10 05:28:48.942,29495,1,B
2026-09-10 05:28:49.058,29495,1,B
2026-09-10 05:28:49.058,29495,1,B
2026-09-10 05:28:49.100,29495,1,B
2026-09-10 05:28:49.101,29495,1,B
2026-09-10 05:28:49.565,29495,1,S
2026-09-10 05:28:49.565,29495,1,S
2026-09-10 05:28:49.648,29495,1,S
2026-09-10 05:28:50.436,29495,1,S
2026-09-10 05:28:50.436,29495,1,S
2026-09-10 05:28:50.436,29495,2,S
2026-09-10 05:28:50.783,29495,1,B
2026-09-10 05:28:50.783,29495,1,B
2026-09-10 05:28:50.919,29495,1,S
2026-09-10 05:28:51.180,29495,1,S
2026-09-10 05:28:51.702,29495,1,S
2026-09-10 05:28:51.783,29495,1,S
2026-09-10 05:28:51.795,29495,1,B
2026-09-10 05:28:52.442,29495,1,B
2026-09-10 05:28:52.442,29495,1,B
2026-09-10 05:28:52.489,29495,1,B
2026-09-10 05:28:52.489,29495,2,B
2026-09-10 05:28:52.489,29495,1,B
2026-09-10 05:28:52.489,29495,1,B
2026-09-10 05:28:52.529,29495,1,S
2026-09-10 05:28:53.021,29495,1,S
2026-09-10 05:28:53.021,29495,1,S
2026-09-10 05:28:53.209,29495,1,S
2026-09-10 05:28:53.391,29495,1,B
2026-09-10 05:28:53.664,29495,1,B
2026-09-10 05:28:53.665,29495,1,B
2026-09-10 05:28:54.806,29495,1,B
2026-09-10 05:28:54.806,29495,1,S
2026-09-10 05:28:54.806,29495,1,B
2026-09-10 05:28:54.807,29495,1,B
2026-09-10 05:28:54.807,29495,2,B
2026-09-10 05:28:54.807,29495,1,B
2026-09-10 05:28:54.807,29495,1,B
2026-09-10 05:28:54.807,29495,1,B
2026-09-10 05:28:54.807,29495,1,S
2026-09-10 05:28:54.807,29495,1,S
2026-09-10 05:28:54.807,29495,2,S
2026-09-10 05:28:54.807,29490,1,S
2026-09-10 05:28:54.807,29490,1,S
2026-09-10 05:28:54.807,29490,2,S
2026-09-10 05:28:54.807,29495,1,B
2026-09-10 05:28:54.809,29495,1,S
2026-09-10 05:28:54.809,29495,1,S
2026-09-10 05:28:54.821,29495,1,B
2026-09-10 05:28:54.838,29495,1,S
2026-09-10 05:28:54.839,29495,1,B
2026-09-10 05:28:54.869,29495,1,S
2026-09-10 05:28:54.869,29495,1,S
2026-09-10 05:28:54.869,29495,1,S
2026-09-10 05:28:54.974,29495,1,S
2026-09-10 05:28:55.227,29490,1,S
2026-09-10 05:28:55.227,29490,1,S
2026-09-10 05:28:55.227,29490,2,S
2026-09-10 05:28:55.227,29490,1,S
2026-09-10 05:28:55.278,29495,1,B
2026-09-10 05:28:55.837,29490,1,S
2026-09-10 05:28:55.837,29490,1,S
2026-09-10 05:28:56.477,29495,1,B
2026-09-10 05:28:57.538,29495,1,S
2026-09-10 05:28:58.220,29490,1,S
2026-09-10 05:28:58.589,29495,1,B
2026-09-10 05:28:58.589,29495,1,B
2026-09-10 05:28:58.669,29495,1,B
2026-09-10 05:28:58.870,29490,1,S
2026-09-10 05:28:58.872,29490,1,S
