timestamp,open,high,low,close,volume
2026-05-29 15:59:00,737.6169,737.9565,737.2972,737.4371,880729
2026-05-29 15:58:00,737.5470,737.7168,737.5170,737.6170,194898
2026-05-29 15:57:00,737.7467,737.8117,737.4970,737.5370,227654
2026-05-29 15:56:00,737.8266,737.8266,737.5470,737.7567,125702
2026-05-29 15:55:00,737.7168,738.1013,737.5170,737.8466,230922
2026-05-29 15:54:00,737.7667,737.9165,737.4571,737.7168,326879
2026-05-29 15:53:00,738.0164,738.2662,737.7667,737.7667,243604
2026-05-29 15:52:00,737.9465,738.2861,737.8666,738.0314,166386
2026-05-29 15:51:00,738.0963,738.1563,737.7367,737.9565,225095
2026-05-29 15:50:00,738.3461,738.6058,738.0064,738.1013,205995
2026-05-29 15:49:00,738.4460,738.4759,738.2911,738.3161,361389
2026-05-29 15:48:00,738.0764,738.4160,738.0764,738.4060,29750
2026-05-29 15:47:00,737.8866,738.2161,737.7887,738.0564,67886
2026-05-29 15:46:00,738.3261,738.3760,737.8901,737.8901,98833
2026-05-29 15:45:00,738.2112,738.3461,738.2062,738.3360,51497
2026-05-29 15:44:00,738.3561,738.3760,738.1463,738.2162,60417
2026-05-29 15:43:00,738.3361,738.4651,738.3161,738.3461,47670
2026-05-29 15:42:00,738.3661,738.4460,738.1763,738.3274,79378
2026-05-29 15:41:00,738.1063,738.4160,738.0764,738.3661,90188
2026-05-29 15:40:00,738.1763,738.2162,738.0237,738.1113,53489
2026-05-29 15:39:00,738.2362,738.2562,738.0264,738.1862,81903
2026-05-29 15:38:00,738.0564,738.2462,737.9965,738.2387,45003
2026-05-29 15:37:00,737.8766,738.0564,737.8666,738.0564,96865
2026-05-29 15:36:00,737.8067,737.8716,737.6418,737.8566,83905
2026-05-29 15:35:00,737.5869,737.8565,737.5370,737.8067,171387
2026-05-29 15:34:00,737.4571,737.5569,737.4071,737.5569,50418
2026-05-29 15:33:00,737.4171,737.4770,737.3971,737.4371,115843
2026-05-29 15:32:00,737.3771,737.4870,737.3072,737.4221,124313
2026-05-29 15:31:00,737.1774,737.4071,737.1574,737.3771,53934
2026-05-29 15:30:00,737.0575,737.2972,737.0575,737.1774,84451
2026-05-29 15:29:00,737.1074,737.1174,737.0075,737.0475,48171
2026-05-29 15:28:00,736.8577,737.1274,736.8477,737.0994,64890
2026-05-29 15:27:00,736.6929,736.8977,736.6779,736.8577,59476
2026-05-29 15:26:00,736.6380,736.6879,736.4282,736.6879,80431
2026-05-29 15:25:00,736.7079,736.7482,736.5980,736.6380,75374
2026-05-29 15:24:00,736.6579,736.8733,736.6280,736.7354,60334
2026-05-29 15:23:00,736.5331,736.7378,736.5281,736.6479,131947
2026-05-29 15:22:00,736.5780,736.6779,736.5081,736.5580,18699
2026-05-29 15:21:00,736.4582,736.6479,736.4582,736.5580,58087
2026-05-29 15:20:00,736.5181,736.6320,736.3982,736.4681,44863
2026-05-29 15:19:00,736.2484,736.5980,736.1785,736.5281,69531
2026-05-29 15:18:00,736.4002,736.4706,736.2184,736.2485,68144
2026-05-29 15:17:00,736.7079,736.7079,736.3283,736.4082,55161
2026-05-29 15:16:00,736.6080,736.7179,736.4881,736.7179,139683
2026-05-29 15:15:00,736.6280,736.7778,736.6280,736.6280,18538
2026-05-29 15:14:00,736.6679,736.7079,736.5481,736.6779,20567
2026-05-29 15:13:00,736.7178,736.7378,736.5680,736.6779,33490
2026-05-29 15:12:00,736.7089,736.7559,736.6479,736.7129,42734
2026-05-29 15:11:00,736.6479,736.7778,736.5181,736.7179,447910
2026-05-29 15:10:00,736.6380,736.7179,736.5481,736.6380,48629
2026-05-29 15:09:00,736.7378,736.7479,736.5881,736.6280,33878
2026-05-29 15:08:00,736.6679,736.7778,736.6280,736.7378,42835
2026-05-29 15:07:00,736.4483,736.6879,736.4483,736.6589,43538
2026-05-29 15:06:00,736.5081,736.5381,736.3383,736.4584,35349
2026-05-29 15:05:00,736.1835,736.6080,736.1835,736.5031,66446
2026-05-29 15:04:00,736.3483,736.3483,736.1485,736.1885,27581
2026-05-29 15:03:00,736.0286,736.3882,736.0087,736.3882,65614
2026-05-29 15:02:00,735.8838,736.0436,735.7889,736.0436,45120
2026-05-29 15:01:00,735.5591,735.8988,735.4992,735.8988,34078
2026-05-29 15:00:00,735.7090,735.9586,735.5192,735.5300,42392
2026-05-29 14:59:00,735.6540,735.7687,735.5741,735.7240,45682
2026-05-29 14:58:00,735.7140,735.7290,735.5442,735.6640,34531
2026-05-29 14:57:00,735.9337,735.9337,735.6690,735.7240,194747
2026-05-29 14:56:00,736.1435,736.2284,735.9287,735.9437,39362
2026-05-29 14:55:00,736.1885,736.2283,736.0286,736.1485,29857
2026-05-29 14:54:00,735.9587,736.2417,735.8988,736.1735,37555
2026-05-29 14:53:00,735.7889,735.9609,735.6790,735.9187,39702
2026-05-29 14:52:00,735.8387,735.9586,735.6890,735.7889,27994
2026-05-29 14:51:00,736.4182,736.4182,735.8139,735.8338,56208
2026-05-29 14:50:00,736.2784,736.4681,736.1685,736.3882,49135
2026-05-29 14:49:00,736.2484,736.3383,736.1585,736.2784,43171
2026-05-29 14:48:00,736.2785,736.3882,736.1585,736.2484,38600
2026-05-29 14:47:00,736.3083,736.4582,736.1885,736.3082,27979
2026-05-29 14:46:00,736.1485,736.3683,736.0386,736.2883,76100
2026-05-29 14:45:00,737.1865,737.1865,735.9687,736.1285,156282
2026-05-29 14:44:00,737.2173,737.2473,737.0875,737.1874,11644
2026-05-29 14:43:00,737.0675,737.2473,736.9476,737.2473,35378
2026-05-29 14:42:00,737.0675,737.2373,737.0575,737.0875,25879
2026-05-29 14:41:00,737.1074,737.1983,737.0375,737.0575,29647
2026-05-29 14:40:00,736.9876,737.1774,736.9676,737.1274,37135
2026-05-29 14:39:00,736.7678,737.0075,736.7488,737.0075,29458
2026-05-29 14:38:00,736.9476,736.9526,736.7478,736.7578,110371
2026-05-29 14:37:00,737.1274,737.1973,736.9276,736.9676,35131
2026-05-29 14:36:00,737.3272,737.3272,737.1274,737.1274,47549
2026-05-29 14:35:00,737.4471,737.4670,737.2872,737.3072,21354
2026-05-29 14:34:00,737.3771,737.5969,737.3771,737.4471,33800
2026-05-29 14:33:00,737.4221,737.4571,737.2273,737.3672,52395
2026-05-29 14:32:00,737.4670,737.4970,737.3771,737.4221,29217
2026-05-29 14:31:00,737.3172,737.4770,737.2972,737.4670,45727
2026-05-29 14:30:00,737.0475,737.4670,737.0475,737.3122,58217
2026-05-29 14:29:00,737.1124,737.1973,737.0275,737.0575,40799
2026-05-29 14:28:00,736.9776,737.1774,736.9776,737.1174,40248
2026-05-29 14:27:00,737.0125,737.0175,736.8377,736.9976,38592
2026-05-29 14:26:00,736.6779,737.0125,736.6779,737.0125,54633
2026-05-29 14:25:00,736.7079,736.7378,736.5880,736.6579,13750
2026-05-29 14:24:00,736.5281,736.7079,736.5081,736.6975,27025
2026-05-29 14:23:00,736.5680,736.6180,736.5031,736.5381,35588
2026-05-29 14:22:00,736.2584,736.6280,736.2284,736.5780,29233
2026-05-29 14:21:00,736.3183,736.4282,736.2284,736.2672,32097
2026-05-29 14:20:00,736.3982,736.4881,736.2784,736.3055,37469
2026-05-29 14:19:00,736.2084,736.4182,736.2084,736.3882,39375
2026-05-29 14:18:00,735.9088,736.2983,735.8987,736.2084,75101
2026-05-29 14:17:00,735.8938,735.9707,735.8388,735.9187,25642
2026-05-29 14:16:00,736.0186,736.0286,735.8788,735.9287,35204
2026-05-29 14:15:00,736.1885,736.2933,735.9987,736.0336,34834
2026-05-29 14:14:00,736.4681,736.4681,735.9987,736.1485,94200
2026-05-29 14:13:00,736.5900,736.6130,736.4470,736.4680,139606
2026-05-29 14:12:00,736.6729,736.7378,736.5680,736.5930,44541
2026-05-29 14:11:00,736.3981,736.7378,736.3583,736.6579,32400
2026-05-29 14:10:00,736.4182,736.4781,736.2784,736.4081,24835
2026-05-29 14:09:00,736.3383,736.4282,736.2883,736.4132,13697
2026-05-29 14:08:00,736.3583,736.3982,736.0886,736.3183,46038
2026-05-29 14:07:00,736.2485,736.3562,736.2284,736.3383,41185
2026-05-29 14:06:00,736.0386,736.2584,735.9387,736.2584,40697
2026-05-29 14:05:00,735.9187,736.1085,735.9187,736.0386,114090
2026-05-29 14:04:00,735.7290,735.9187,735.6740,735.9088,67825
2026-05-29 14:03:00,735.6590,735.7489,735.5292,735.6991,37445
2026-05-29 14:02:00,735.2095,735.7290,735.1346,735.6690,45088
2026-05-29 14:01:00,735.2645,735.4992,735.2295,735.2295,556683
2026-05-29 14:00:00,735.2195,735.3094,734.9698,735.2695,70683
2026-05-29 13:59:00,735.3194,735.3294,735.0697,735.2095,100963
2026-05-29 13:58:00,735.5292,735.5392,735.2495,735.3293,44174
2026-05-29 13:57:00,735.6690,735.6690,735.3594,735.4992,55016
2026-05-29 13:56:00,735.6790,735.7588,735.5791,735.6689,32412
2026-05-29 13:55:00,735.8988,735.8988,735.5891,735.6391,51756
2026-05-29 13:54:00,736.1585,736.1675,735.8888,735.9138,38907
2026-05-29 13:53:00,736.3484,736.4681,736.1685,736.1785,33239
2026-05-29 13:52:00,736.5680,736.5680,736.3583,736.3583,34531
2026-05-29 13:51:00,736.2584,736.6180,736.2534,736.5720,195846
2026-05-29 13:50:00,736.2584,736.2833,735.9987,736.2635,47730
2026-05-29 13:49:00,736.2933,736.3383,736.1785,736.2684,20077
2026-05-29 13:48:00,736.2883,736.3183,736.1885,736.2784,22057
2026-05-29 13:47:00,736.2284,736.3882,736.1685,736.2784,56557
2026-05-29 13:46:00,736.2684,736.2684,736.0986,736.2234,94877
2026-05-29 13:45:00,736.3183,736.4532,736.1835,736.2684,35186
2026-05-29 13:44:00,736.2084,736.3583,736.1685,736.3233,44755
2026-05-29 13:43:00,736.4282,736.4282,736.2284,736.2284,44503
2026-05-29 13:42:00,736.5569,736.6779,736.4382,736.4489,13828
2026-05-29 13:41:00,736.6529,736.6979,736.4681,736.5579,29207
2026-05-29 13:40:00,736.7279,736.8477,736.5498,736.6280,26424
2026-05-29 13:39:00,736.6879,736.7678,736.5780,736.7330,15482
2026-05-29 13:38:00,736.8727,737.0026,736.6879,736.6879,24806
2026-05-29 13:37:00,736.7778,736.8877,736.6879,736.8777,18480
2026-05-29 13:36:00,736.6579,736.7878,736.5580,736.7678,10918
2026-05-29 13:35:00,736.7978,736.8476,736.6380,736.6479,13042
2026-05-29 13:34:00,736.4631,736.8327,736.4082,736.7879,44082
2026-05-29 13:33:00,736.5481,736.6180,736.3290,736.4731,55690
2026-05-29 13:32:00,736.6180,736.6279,736.2883,736.5281,59675
2026-05-29 13:31:00,736.6315,736.7578,736.5580,736.6280,20907
2026-05-29 13:30:00,736.8178,736.9077,736.6079,736.6380,41285
2026-05-29 13:29:00,736.8527,736.9676,736.8178,736.8178,12836
2026-05-29 13:28:00,736.7329,736.8327,736.6130,736.8228,13259
2026-05-29 13:27:00,736.6879,736.7578,736.5980,736.7269,38118
2026-05-29 13:26:00,736.6380,736.7578,736.6380,736.6711,30203
2026-05-29 13:25:00,737.0575,737.1673,736.5081,736.6380,67853
2026-05-29 13:24:00,736.6779,737.2773,736.6280,737.0475,81565
2026-05-29 13:23:00,736.7678,736.7678,736.5381,736.6879,34901
2026-05-29 13:22:00,736.7778,736.7846,736.5980,736.7678,109545
2026-05-29 13:21:00,737.0275,737.0275,736.5481,736.7678,104837
2026-05-29 13:20:00,737.2773,737.3622,736.9471,737.0425,26928
2026-05-29 13:19:00,737.2073,737.3471,737.1574,737.2779,14018
2026-05-29 13:18:00,737.3771,737.3771,737.1574,737.1973,19860
2026-05-29 13:17:00,737.4959,737.5769,737.3771,737.3772,17495
2026-05-29 13:16:00,737.3071,737.5070,737.2480,737.4670,28432
2026-05-29 13:15:00,737.4221,737.4960,737.2373,737.2972,28671
2026-05-29 13:14:00,737.5669,737.6019,737.3572,737.3672,14400
2026-05-29 13:13:00,737.3522,737.5769,737.3472,737.5569,13560
2026-05-29 13:12:00,737.2373,737.4221,737.0875,737.3572,25107
2026-05-29 13:11:00,737.3522,737.3572,737.1721,737.2373,227191
2026-05-29 13:10:00,737.4471,737.6568,737.3122,737.3372,12384
2026-05-29 13:09:00,737.5519,737.6169,737.4371,737.4371,19467
2026-05-29 13:08:00,737.4870,737.5470,737.3172,737.5370,14344
2026-05-29 13:07:00,737.3272,737.4870,737.3172,737.4870,9599
2026-05-29 13:06:00,737.2373,737.4071,737.1973,737.3672,25355
2026-05-29 13:05:00,737.4121,737.4351,737.1574,737.2373,26365
2026-05-29 13:04:00,737.5100,737.6269,737.3272,737.3722,23761
2026-05-29 13:03:00,737.7268,737.7268,737.4071,737.5070,130708
2026-05-29 13:02:00,737.8266,737.8416,737.6768,737.7567,16996
2026-05-29 13:01:00,737.6568,737.8416,737.6369,737.8366,19760
2026-05-29 13:00:00,737.5370,737.7068,737.4870,737.6568,18540
2026-05-29 12:59:00,737.2773,737.5569,737.2623,737.5370,18867
2026-05-29 12:58:00,737.3472,737.4271,737.2773,737.2773,18566
2026-05-29 12:57:00,737.2872,737.3672,737.0375,737.3572,15236
2026-05-29 12:56:00,737.1973,737.3172,737.0175,737.2373,42584
2026-05-29 12:55:00,737.5370,737.6369,737.1973,737.2080,24341
2026-05-29 12:54:00,737.6568,737.7367,737.5370,737.5470,14414
2026-05-29 12:53:00,737.5669,737.7566,737.5669,737.6375,34496
2026-05-29 12:52:00,737.5919,737.6019,737.2838,737.5370,30463
2026-05-29 12:51:00,737.6968,737.8966,737.5669,737.6069,20707
2026-05-29 12:50:00,737.9365,737.9665,737.6568,737.6768,49040
2026-05-29 12:49:00,738.0864,738.1063,737.9066,737.9465,21365
2026-05-29 12:48:00,737.9665,738.1861,737.9665,738.1063,20304
2026-05-29 12:47:00,738.1063,738.2197,737.9465,737.9865,28566
2026-05-29 12:46:00,737.8466,738.0963,737.8466,738.0832,15952
2026-05-29 12:45:00,738.1263,738.1842,737.7867,737.8566,41776
2026-05-29 12:44:00,738.1763,738.2262,738.0364,738.1163,28032
2026-05-29 12:43:00,738.1962,738.2752,738.1763,738.2162,11129
2026-05-29 12:42:00,738.5159,738.5159,738.1763,738.2112,26429
2026-05-29 12:41:00,738.6258,738.7257,738.5259,738.5508,39927
2026-05-29 12:40:00,738.5858,738.7057,738.4560,738.6308,29457
2026-05-29 12:39:00,738.4659,738.6308,738.3461,738.5508,35322
2026-05-29 12:38:00,738.3710,738.4959,738.2961,738.4859,22030
2026-05-29 12:37:00,738.2034,738.6857,738.1263,738.3860,125443
2026-05-29 12:36:00,738.1063,738.2562,738.0764,738.1763,24218
2026-05-29 12:35:00,738.1113,738.2162,737.9765,738.1263,29278
2026-05-29 12:34:00,738.2162,738.3061,738.0864,738.1262,28059
2026-05-29 12:33:00,737.8367,738.2262,737.7868,738.2262,29386
2026-05-29 12:32:00,737.8167,737.9965,737.6568,737.8466,36350
2026-05-29 12:31:00,737.4870,738.1363,737.2473,737.8067,170378
2026-05-29 12:30:00,737.6818,737.6868,737.4571,737.5069,40629
2026-05-29 12:29:00,737.7667,737.7967,737.6055,737.6768,26542
2026-05-29 12:28:00,737.7458,737.8466,737.7168,737.7517,37828
2026-05-29 12:27:00,737.7967,737.9665,737.6968,737.7517,43184
2026-05-29 12:26:00,737.7967,737.7967,737.6568,737.7753,27340
2026-05-29 12:25:00,738.2262,738.2262,737.7269,737.7867,58872
2026-05-29 12:24:00,738.4959,738.5958,738.2162,738.2362,84437
2026-05-29 12:23:00,738.3760,738.5459,738.3161,738.5158,34536
