1784711,29131.25,29150.0,29123.75,29136.5
1784711,29136.75,29145.25,29127.0,29132.0
1784711,29132.25,29136.25,29128.0,29134.5
1784712,29132.5,29146.75,29129.0,29137.75
1784712,29142.0,29142.0,29123.5,29126.25
1784712,29125.0,29126.5,29096.0,29097.5
1784712,29097.25,29114.5,29096.75,29110.5
1784713,29109.75,29119.5,29102.0,29116.25
1784713,29115.0,29125.0,29111.0,29118.25
1784713,29114.0,29114.5,29089.25,29098.75
1784714,29099.0,29128.5,29097.25,29127.0
1784714,29128.25,29159.75,29128.0,29142.5
1784714,29144.0,29146.5,29130.75,29133.5
1784715,29132.0,29141.75,29119.25,29121.0
1784715,29120.0,29139.5,29113.0,29129.75
1784715,29130.0,29168.5,29130.0,29162.75
1784715,29163.25,29167.0,29154.0,29161.25
1784716,29162.25,29169.75,29144.5,29146.0
1784716,29147.0,29154.75,29135.5,29140.5
1784716,29139.5,29143.5,29134.75,29136.25
1784717,29133.75,29170.75,29133.0,29170.75
1784717,29171.5,29173.0,29156.25,29158.25
1784717,29157.75,29162.5,29151.0,29153.0
1784718,29154.0,29164.75,29135.0,29135.0
1784718,29135.75,29145.75,29130.0,29137.75
1784718,29137.25,29138.0,29126.75,29135.0
